airline_id,flight_number,booking_cd,passenger_name,seat_number,booking_class,ticket_fare,flight_extras,loyalty_points,flight_status,departure_gate,departure_terminal,baggage_claim_area,flight_duration_hours,number_of_layovers,layover_locations_code,aircraft_model,pilot_name,cabin_crew_names,inflight_entertainment,meal_preference,wifi_available,has_window_seat,has_aisle_seat,is_emergency_exit_row,total_stops,departure_datetime,arrival_datetime,departure_year,departure_month,departure_day,departure_hour,departure_minute,flight_day_of_week,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_minute,flight_duration_minutes,is_long_haul,is_reward_member
3,5864,BXCW,PJFBA,HME,Economy,755.43,Meal,0,Pending,OE,B,DRY,6.93,2,YGE,NVN,BMOS,OAMU,True,Vegan,True,True,True,True,1,2023-09-20 02:35:33,2023-06-15 20:07:36,2023,9,20,2,35,Wednesday,2023,6,15,20,7,415.79999999999995,True,False
3,5453,BPAG,EKCCJ,DPJ,Business,996.16,Extra baggage,2151,Pending,GX,D,FTV,7.26,2,PRJ,LPD,JDMX,JTKE,True,Vegan,False,False,False,False,2,2023-08-11 14:49:43,2023-01-12 22:09:57,2023,8,11,14,49,Friday,2023,1,12,22,9,435.59999999999997,True,False
10,3248,BKQS,ECVWF,LKW,Business,863.6,Extra baggage,0,Pending,XU,C,EYW,6.14,2,YVX,EUF,FGBP,GHXJ,True,Non-vegetarian,False,False,True,False,1,2023-07-19 18:28:33,2023-02-22 23:18:39,2023,7,19,18,28,Wednesday,2023,2,22,23,18,368.4,True,False
19,2325,BNWP,JHDFM,KNC,First,606.79,Extra baggage,0,Cancelled,KS,D,PYF,7.94,2,EXD,TKZ,IEBR,ZNTT,False,Vegan,False,False,False,False,2,2023-01-23 07:26:50,2023-04-05 09:38:58,2023,1,23,7,26,Monday,2023,4,5,9,38,476.40000000000003,True,True
3,4873,BQNI,SJLLW,YGN,Business,605.51,Meal,0,Confirmed,ZN,D,MSJ,7.42,2,DVW,EWC,QQUC,DDNG,False,Non-vegetarian,True,False,True,True,0,2023-03-29 06:58:37,2023-03-10 00:25:51,2023,3,29,6,58,Wednesday,2023,3,10,0,25,445.2,True,False
12,2688,BUMB,FLFCP,NAR,Business,781.76,Meal,2124,Pending,AG,D,AWL,11.41,0,DMG,RPS,RQJA,OOZD,True,Vegetarian,True,True,False,False,2,2023-06-04 20:04:18,2023-10-01 23:49:31,2023,6,4,20,4,Sunday,2023,10,1,23,49,684.6,True,True
16,3985,BTHD,PABKZ,UBL,First,229.06,Meal,0,Pending,FO,C,JXB,11.22,1,OZC,EEV,TKRX,MOUM,True,Vegetarian,True,True,True,True,2,2023-03-27 22:33:26,2023-11-04 04:34:45,2023,3,27,22,33,Monday,2023,11,4,4,34,673.2,True,False
17,3076,BZEO,ZCKQK,NRV,First,831.67,No Extras,0,Confirmed,AG,D,BPU,2.76,1,THE,DVN,RJNF,TAVC,True,No meal,True,False,False,False,0,2023-01-10 03:40:17,2023-05-29 11:20:51,2023,1,10,3,40,Tuesday,2023,5,29,11,20,165.6,False,True
7,2461,BBUW,NXPYW,MMF,Economy,751.58,Meal,1675,Cancelled,SC,B,DSY,7.98,1,VNX,UUH,EUII,FFNB,False,Vegan,True,True,False,False,2,2023-06-25 11:36:10,2023-03-08 23:09:40,2023,6,25,11,36,Sunday,2023,3,8,23,9,478.8,True,False
13,1072,BIHZ,GCYIU,ZYV,Business,114.93,Extra baggage,0,Pending,MM,B,ZMD,1.38,1,EJQ,AWT,MPIH,VOSU,True,Non-vegetarian,False,False,False,True,2,2023-04-25 12:34:32,2023-04-25 07:01:49,2023,4,25,12,34,Tuesday,2023,4,25,7,1,82.8,False,False
2,7030,BKVM,GMAVJ,BAL,Economy,89.49,Extra baggage,0,Pending,ZH,A,RQY,4.67,1,FDW,HPZ,CHPT,MFNQ,True,Vegetarian,False,False,True,True,2,2023-10-27 19:34:21,2023-08-02 07:30:10,2023,10,27,19,34,Friday,2023,8,2,7,30,280.2,False,False
4,5611,BYGS,AZNFV,VEK,Economy,196.7,Meal,0,Pending,KL,D,STI,2.61,2,LEI,DMI,WBQA,WZHQ,True,No meal,False,True,False,True,0,2023-06-30 23:04:13,2023-04-19 18:42:35,2023,6,30,23,4,Friday,2023,4,19,18,42,156.6,False,True
10,3796,BOLM,WWKZO,HUX,Business,670.7,Extra baggage,0,Confirmed,NG,C,YEY,9.72,1,OKJ,EWN,VXYW,RGWM,False,Vegetarian,False,True,False,False,1,2023-04-07 17:08:44,2023-06-01 04:52:20,2023,4,7,17,8,Friday,2023,6,1,4,52,583.2,True,True
7,8717,BAUY,LSGZR,BFV,Economy,956.22,Meal,3641,Pending,NI,A,OPW,3.4,0,ADE,BKI,WLFT,EUMJ,False,Vegan,True,False,False,False,2,2023-09-20 04:13:38,2023-11-29 01:22:14,2023,9,20,4,13,Wednesday,2023,11,29,1,22,204.0,False,True
17,5516,BHOV,KBQNR,FWO,First,156.03,Extra baggage,2731,Pending,FF,B,PSZ,7.4,2,RTH,RME,CKDH,PCAY,False,Vegan,False,False,False,True,2,2023-06-12 10:27:13,2023-04-12 20:37:12,2023,6,12,10,27,Monday,2023,4,12,20,37,444.0,True,False
6,3493,BNHX,ORISO,ZBE,First,628.45,No Extras,0,Pending,KP,C,YJZ,2.14,2,YGI,QLS,QGLV,LIBV,False,Vegetarian,True,True,False,True,0,2023-05-07 11:32:08,2023-10-29 19:34:32,2023,5,7,11,32,Sunday,2023,10,29,19,34,128.4,False,False
19,5231,BCLO,ALRJX,GSE,Business,615.04,Extra baggage,1415,Cancelled,NJ,B,PVE,2.17,0,SCJ,HRR,MOPV,KBED,False,Vegetarian,False,False,True,True,0,2023-09-22 14:29:12,2023-05-25 14:58:54,2023,9,22,14,29,Friday,2023,5,25,14,58,130.2,False,True
5,4576,BVPG,ZBKTI,VOZ,Economy,211.5,Meal,0,Cancelled,GE,B,CSV,1.13,1,ARL,FXC,CGHA,FQEQ,False,No meal,False,False,False,True,1,2023-10-13 02:38:33,2023-02-28 20:06:44,2023,10,13,2,38,Friday,2023,2,28,20,6,67.8,False,True
10,9100,BRMW,YWQZK,PCO,Business,299.97,Extra baggage,0,Pending,CH,D,PYE,1.81,0,DTE,CDS,FZPJ,ETTQ,True,Non-vegetarian,False,False,False,False,0,2023-04-06 11:13:54,2023-07-16 11:59:15,2023,4,6,11,13,Thursday,2023,7,16,11,59,108.60000000000001,False,True
9,6728,BZFB,UURWM,HWP,Business,562.31,No Extras,936,Cancelled,NP,D,TME,11.94,2,HFK,KII,IMJX,ZLLS,True,Vegetarian,True,False,False,True,1,2023-04-22 12:08:24,2023-11-29 02:32:05,2023,4,22,12,8,Saturday,2023,11,29,2,32,716.4,True,False
13,1032,BBVS,QAJAK,OZK,Business,368.9,Extra baggage,0,Pending,ED,C,BCK,9.43,1,DJW,RIJ,IPQP,ZXJS,False,Vegan,False,False,True,False,2,2023-03-20 21:45:53,2023-09-09 08:03:05,2023,3,20,21,45,Monday,2023,9,9,8,3,565.8,True,False
19,5373,BFYJ,ZWNTD,QEP,Business,200.26,Meal,0,Confirmed,DG,B,XXD,2.88,1,SLG,UHB,RMRP,GHVQ,True,Vegetarian,True,True,False,True,1,2023-03-06 20:15:01,2023-02-03 05:18:08,2023,3,6,20,15,Monday,2023,2,3,5,18,172.79999999999998,False,False
6,4598,BQSP,ITHOA,SIT,Economy,458.16,No Extras,0,Pending,EW,D,MDH,11.46,1,ILU,QBE,CUZW,UVHX,False,Non-vegetarian,False,True,False,False,0,2023-08-27 16:55:22,2023-11-11 15:26:33,2023,8,27,16,55,Sunday,2023,11,11,15,26,687.6,True,False
4,3392,BRSB,SPLQA,LKB,Business,135.21,Extra baggage,0,Pending,YV,D,HCC,9.27,0,VWP,GNC,DVPR,WHRE,False,Non-vegetarian,True,True,False,True,2,2023-03-24 13:58:13,2023-10-21 05:45:02,2023,3,24,13,58,Friday,2023,10,21,5,45,556.1999999999999,True,True
3,7705,BCOO,STNFS,UQA,First,601.31,Extra baggage,0,Cancelled,SL,A,AZY,1.32,0,GYP,GAO,JVZZ,VYJR,False,Vegan,False,True,False,False,1,2023-12-05 15:21:12,2023-04-16 17:44:00,2023,12,5,15,21,Tuesday,2023,4,16,17,44,79.2,False,True
3,7790,BLTM,XXSSL,GDV,Economy,187.16,Meal,0,Confirmed,HG,C,JGV,7.36,2,KJA,XRU,PHIZ,SFNO,False,Vegetarian,True,True,True,True,2,2023-11-28 19:32:48,2023-10-15 05:08:13,2023,11,28,19,32,Tuesday,2023,10,15,5,8,441.6,True,True
4,3677,BWBR,MFQAK,DOW,Economy,742.4,Extra baggage,0,Pending,JW,B,SAU,1.11,0,PUF,YXT,WDZG,KMKO,False,No meal,True,False,True,False,1,2023-02-14 02:24:30,2023-04-18 08:42:07,2023,2,14,2,24,Tuesday,2023,4,18,8,42,66.60000000000001,False,True
5,2401,BORM,EZGAO,YYD,Business,569.74,Extra baggage,0,Pending,AU,C,AFC,9.79,0,WQX,MGY,KAAF,YIRL,False,Vegetarian,True,True,True,True,0,2023-04-24 07:43:29,2023-07-22 08:08:15,2023,4,24,7,43,Monday,2023,7,22,8,8,587.4,True,False
8,1817,BFHP,RKYAS,TCS,First,124.73,Meal,0,Confirmed,OB,B,TUI,3.96,2,XFX,ASK,QXDU,UUKD,False,Vegetarian,True,True,True,True,1,2023-04-29 05:01:09,2023-10-15 07:29:59,2023,4,29,5,1,Saturday,2023,10,15,7,29,237.6,False,True
16,7203,BTZC,XBJLG,UTO,Business,261.65,Extra baggage,0,Pending,WX,D,ODG,8.27,1,HAW,OZZ,HGQG,MWDE,False,No meal,True,False,True,True,1,2023-12-16 22:25:02,2023-06-18 12:06:46,2023,12,16,22,25,Saturday,2023,6,18,12,6,496.2,True,False
3,5562,BYQZ,MBSZY,LAE,Economy,457.74,No Extras,0,Pending,IH,C,GAB,1.29,2,FZK,GTM,VFTU,QBPP,True,Vegetarian,True,True,False,False,1,2023-08-31 01:30:59,2023-12-20 12:37:40,2023,8,31,1,30,Thursday,2023,12,20,12,37,77.4,False,True
12,5723,BRLG,TWFWG,OFB,Business,424.75,Meal,0,Pending,ET,B,RVR,4.48,2,COH,JTZ,SBUW,VOMI,True,No meal,False,True,True,False,2,2023-09-02 07:54:36,2023-11-28 01:57:52,2023,9,2,7,54,Saturday,2023,11,28,1,57,268.8,False,False
8,3438,BLCL,BQZVW,AUK,Business,834.31,No Extras,3983,Cancelled,GD,A,WTY,2.66,0,JWW,CZH,OVGM,PEVU,False,Vegetarian,True,False,True,False,1,2023-03-11 17:18:09,2023-06-29 16:17:02,2023,3,11,17,18,Saturday,2023,6,29,16,17,159.60000000000002,False,False
13,7828,BYOQ,BRIKN,OGY,Business,646.37,No Extras,2962,Confirmed,ZZ,B,GKG,4.5,2,BGR,RCL,QSLM,SAWW,False,Vegetarian,False,False,True,False,0,2023-06-23 07:32:57,2023-09-22 04:39:33,2023,6,23,7,32,Friday,2023,9,22,4,39,270.0,False,True
4,2210,BLIV,EWATB,LAS,Business,892.41,No Extras,0,Cancelled,JV,D,WXT,9.96,0,SEO,MGH,TRUQ,ZEZA,True,Vegetarian,False,False,True,True,1,2023-07-22 00:57:03,2023-06-21 11:35:25,2023,7,22,0,57,Saturday,2023,6,21,11,35,597.6,True,True
14,7641,BAYP,KNEAJ,VZF,First,573.76,Meal,1459,Cancelled,ZX,D,LSN,11.07,1,ZQB,HRD,POMC,JYWU,False,Non-vegetarian,True,False,False,False,0,2023-10-17 16:56:41,2023-06-25 02:22:19,2023,10,17,16,56,Tuesday,2023,6,25,2,22,664.2,True,False
14,1599,BYZO,WRSEI,WBO,Business,348.91,Extra baggage,0,Cancelled,EQ,B,ICP,11.34,0,ZEL,JXP,GQXE,YLEA,False,No meal,True,False,False,False,0,2023-12-26 05:39:20,2023-06-09 02:38:57,2023,12,26,5,39,Tuesday,2023,6,9,2,38,680.4,True,False
13,6480,BKEG,ZMMDX,NHC,Economy,80.21,Extra baggage,0,Pending,ZN,D,SDA,9.74,1,GAP,URD,HXAG,HRRJ,True,No meal,False,False,False,True,2,2023-02-15 18:35:34,2023-11-01 08:58:07,2023,2,15,18,35,Wednesday,2023,11,1,8,58,584.4,True,False
6,2846,BCMX,PXZDK,RMU,Economy,250.63,Meal,3425,Confirmed,NX,C,NZY,5.9,2,RYD,NDV,LQKT,BKJV,True,No meal,True,False,True,True,0,2023-12-02 08:23:52,2023-02-06 13:23:11,2023,12,2,8,23,Saturday,2023,2,6,13,23,354.0,False,False
17,7592,BMSJ,DBXQL,IZY,Business,294.47,Meal,2333,Cancelled,KW,D,NUH,4.89,2,BGE,ZIS,MKII,KUAD,True,Vegetarian,False,True,False,True,2,2023-04-16 12:29:00,2023-04-02 13:24:41,2023,4,16,12,29,Sunday,2023,4,2,13,24,293.4,False,False
4,8861,BGTU,LUHVJ,DCD,Business,136.55,No Extras,0,Confirmed,JJ,D,MLM,7.49,0,XAA,DFI,WUCL,UEGU,True,No meal,False,False,True,True,1,2023-10-22 01:29:21,2023-11-16 21:18:53,2023,10,22,1,29,Sunday,2023,11,16,21,18,449.40000000000003,True,True
8,2887,BWOR,TYSYQ,MUW,First,553.54,Extra baggage,4221,Cancelled,YM,B,WUW,1.62,1,IYZ,KXO,AYCB,WSXQ,False,Vegetarian,True,True,False,True,0,2023-01-21 00:23:21,2023-07-09 07:32:20,2023,1,21,0,23,Saturday,2023,7,9,7,32,97.2,False,False
17,1679,BTGC,DMZMS,XWB,Business,655.96,Extra baggage,2282,Confirmed,HZ,B,CAV,10.87,0,FZA,ISK,OLUX,LRHJ,False,Vegetarian,True,False,False,False,2,2023-04-11 18:35:48,2023-01-02 22:34:50,2023,4,11,18,35,Tuesday,2023,1,2,22,34,652.1999999999999,True,True
3,4252,BTJO,BMPMD,XJG,First,97.9,No Extras,0,Confirmed,HM,C,WMJ,6.55,1,OPT,THO,PFTQ,RGPX,False,No meal,True,False,False,True,2,2023-06-21 06:20:14,2023-11-23 15:19:27,2023,6,21,6,20,Wednesday,2023,11,23,15,19,393.0,True,False
17,2835,BLPX,TIZLF,EVT,Business,377.95,Extra baggage,0,Pending,JG,D,THY,11.71,2,LYG,YHM,IJDA,LDGG,False,Vegetarian,False,True,False,True,0,2023-11-27 00:53:50,2023-12-03 20:34:17,2023,11,27,0,53,Monday,2023,12,3,20,34,702.6,True,False
9,3177,BSLY,FFMVX,CFD,Economy,76.04,Meal,2772,Cancelled,NC,A,KCY,2.87,1,CRB,YFI,MNZD,PGIS,False,Vegetarian,True,False,True,False,1,2023-04-07 10:47:04,2023-12-27 16:11:57,2023,4,7,10,47,Friday,2023,12,27,16,11,172.20000000000002,False,True
2,9142,BUBH,DQCHA,DLP,Business,742.32,No Extras,0,Cancelled,MF,B,YME,7.28,2,GXP,QLW,TMNW,MOPX,False,Vegan,False,True,False,True,0,2023-10-22 14:00:16,2023-01-03 22:12:43,2023,10,22,14,0,Sunday,2023,1,3,22,12,436.8,True,False
13,1148,BZXM,URZTS,VCZ,Economy,524.19,No Extras,1653,Cancelled,NS,B,LXZ,11.55,0,MCJ,HTY,SXLO,NUXP,False,No meal,False,True,False,False,0,2023-07-13 22:41:55,2023-03-09 06:53:00,2023,7,13,22,41,Thursday,2023,3,9,6,53,693.0,True,True
2,2495,BAYB,AEYSA,JAK,First,707.44,Meal,0,Cancelled,HB,A,AGI,4.26,1,ARG,PUE,HQXB,RWOG,False,Non-vegetarian,False,False,False,False,1,2023-04-14 16:39:49,2023-03-25 16:33:23,2023,4,14,16,39,Friday,2023,3,25,16,33,255.6,False,False
11,2744,BNDF,QADEH,HZW,First,638.05,Meal,0,Cancelled,UZ,A,QBG,8.28,1,JFL,DOU,YGIN,VHJT,False,No meal,True,True,False,False,0,2023-12-04 19:56:52,2023-03-01 13:17:53,2023,12,4,19,56,Monday,2023,3,1,13,17,496.79999999999995,True,True
15,2646,BMIP,ZOMGZ,YPM,Economy,861.47,Meal,0,Pending,JA,B,OWN,6.57,2,EAF,DFL,UKLN,UVLM,True,Vegetarian,True,True,False,False,2,2023-10-16 18:08:11,2023-02-03 21:38:32,2023,10,16,18,8,Monday,2023,2,3,21,38,394.20000000000005,True,True
11,3995,BAIX,NDRRB,IAQ,Business,883.98,Meal,3254,Confirmed,RJ,B,IZU,11.3,2,OMS,JIB,MNJA,OPKJ,False,Vegetarian,False,False,True,True,2,2023-10-12 16:21:16,2023-05-16 07:39:38,2023,10,12,16,21,Thursday,2023,5,16,7,39,678.0,True,True
3,7643,BGRP,QPFTN,APP,Business,581.47,No Extras,0,Cancelled,EZ,A,VXU,8.08,2,SUN,OOR,OAPP,GTTF,True,No meal,False,False,False,False,1,2023-05-31 15:26:12,2023-06-20 22:51:22,2023,5,31,15,26,Wednesday,2023,6,20,22,51,484.8,True,False
3,8378,BGRI,SALWP,UVM,Economy,489.07,Meal,3453,Confirmed,CE,A,EDT,9.35,0,HSG,SHL,VRCZ,IWKO,True,Non-vegetarian,False,False,False,True,2,2023-02-15 17:14:56,2023-08-09 04:38:35,2023,2,15,17,14,Wednesday,2023,8,9,4,38,561.0,True,False
12,9849,BTBE,ITPMA,PTG,First,991.54,Extra baggage,0,Cancelled,WT,C,OOB,5.65,2,VJA,FBR,XCZX,SBOS,True,No meal,False,True,True,True,0,2023-10-21 20:51:51,2023-01-26 07:39:04,2023,10,21,20,51,Saturday,2023,1,26,7,39,339.0,False,True
5,4667,BIDP,COPYN,LZP,Economy,233.35,Meal,0,Pending,BL,C,RMT,5.21,2,RXT,WWI,DPWP,XVNS,False,Non-vegetarian,False,False,False,True,1,2023-01-31 20:22:47,2023-12-21 12:42:43,2023,1,31,20,22,Tuesday,2023,12,21,12,42,312.6,False,True
7,1576,BUXC,AAEEH,PVI,Economy,657.43,Meal,0,Confirmed,JA,D,PCE,2.91,1,ORW,NAM,FHVP,XESC,True,Vegan,False,False,True,False,2,2023-07-13 13:50:18,2023-12-11 11:12:41,2023,7,13,13,50,Thursday,2023,12,11,11,12,174.60000000000002,False,True
7,5779,BFQS,AXRAN,OQY,Economy,639.03,Meal,4103,Cancelled,JO,B,FNK,3.94,0,XXA,NAO,SNOW,SCHV,False,Non-vegetarian,True,True,False,True,2,2023-05-11 17:40:23,2023-12-18 20:08:43,2023,5,11,17,40,Thursday,2023,12,18,20,8,236.4,False,True
13,9187,BHJJ,KXJRU,XEF,First,959.06,No Extras,0,Pending,PB,C,JCO,4.9,1,QUD,RPW,WOPH,MCZF,False,Vegan,True,True,False,False,0,2023-02-07 18:59:08,2023-10-24 12:55:34,2023,2,7,18,59,Tuesday,2023,10,24,12,55,294.0,False,False
9,3972,BPFZ,JVSMI,YID,Economy,139.57,No Extras,0,Pending,YE,D,OBU,4.07,0,VST,NEN,FFLU,NLCF,True,Non-vegetarian,True,True,True,False,0,2023-04-25 09:47:23,2023-01-14 20:41:30,2023,4,25,9,47,Tuesday,2023,1,14,20,41,244.20000000000002,False,False
13,8756,BTHC,IHMGU,ZOF,Economy,950.31,Meal,0,Confirmed,AR,B,FKY,7.43,2,BBY,JTC,IIHM,FYGQ,False,Vegetarian,False,True,True,True,1,2023-11-30 06:29:17,2023-04-19 14:25:35,2023,11,30,6,29,Thursday,2023,4,19,14,25,445.79999999999995,True,True
12,4948,BBJH,ZBSUX,MKA,First,775.92,No Extras,0,Pending,QN,B,GDW,3.71,1,IMB,VJX,ZKGZ,FIVD,False,Vegetarian,False,True,True,True,0,2023-08-22 19:03:56,2023-05-22 06:01:14,2023,8,22,19,3,Tuesday,2023,5,22,6,1,222.6,False,False
13,7544,BLTL,AKAWQ,IAB,First,172.64,Extra baggage,0,Pending,NB,A,EDQ,2.61,1,QMV,BYG,DCRC,JZME,False,No meal,False,False,True,True,0,2023-09-12 23:42:01,2023-06-22 10:51:32,2023,9,12,23,42,Tuesday,2023,6,22,10,51,156.6,False,True
10,3045,BISY,SHIUO,QED,Business,235.53,Extra baggage,0,Cancelled,UQ,A,IQH,9.85,1,XMP,AXJ,TWEQ,DOAR,True,Non-vegetarian,False,False,False,False,1,2023-04-15 10:29:43,2023-03-27 03:15:38,2023,4,15,10,29,Saturday,2023,3,27,3,15,591.0,True,False
1,2627,BZVO,VHCQY,PTK,First,311.66,Extra baggage,0,Confirmed,MV,B,XTR,5.84,1,BGA,MLK,BKHF,FANJ,False,Vegetarian,True,True,True,True,0,2023-06-19 14:21:43,2023-09-18 18:20:18,2023,6,19,14,21,Monday,2023,9,18,18,20,350.4,False,False
8,2488,BNER,RKYKB,RBP,First,693.25,Extra baggage,0,Confirmed,EQ,A,ZDT,7.39,0,OYS,TUJ,CQUU,TPAV,True,No meal,False,False,False,True,2,2023-12-16 18:01:22,2023-08-31 15:10:55,2023,12,16,18,1,Saturday,2023,8,31,15,10,443.4,True,False
16,4563,BLFT,XPCMY,FYY,Business,761.09,No Extras,0,Confirmed,WS,C,NBL,7.51,2,ZXX,MVD,ZVGM,SRET,True,Non-vegetarian,True,False,False,False,1,2023-08-22 18:18:43,2023-07-30 12:20:35,2023,8,22,18,18,Tuesday,2023,7,30,12,20,450.59999999999997,True,False
13,2802,BUKO,ZMTXT,HZY,Economy,750.23,Extra baggage,1417,Pending,AQ,A,DLX,10.6,2,RSW,SDY,EKDC,KHRS,True,Vegetarian,True,False,True,False,2,2023-05-03 06:10:48,2023-10-24 12:26:58,2023,5,3,6,10,Wednesday,2023,10,24,12,26,636.0,True,True
3,4591,BVWD,SQTRY,TSO,Economy,669.92,No Extras,2960,Confirmed,UA,A,FEO,7.32,1,OIQ,VCT,EUIJ,WNNH,False,Non-vegetarian,False,True,False,False,2,2023-05-05 17:59:08,2023-05-03 03:10:24,2023,5,5,17,59,Friday,2023,5,3,3,10,439.20000000000005,True,False
3,4520,BXNE,NBPHJ,NAF,First,177.39,No Extras,231,Pending,TI,A,UBU,3.98,1,BJQ,JHM,VWOM,WZBK,False,No meal,False,False,False,False,0,2023-09-18 08:44:14,2023-02-27 23:58:54,2023,9,18,8,44,Monday,2023,2,27,23,58,238.8,False,False
5,6896,BWVU,ZPGFD,VRA,Business,90.78,Meal,0,Cancelled,DA,B,QDW,11.94,0,ZEA,AMX,QLMS,AFQR,False,Vegetarian,True,False,True,False,2,2023-03-13 21:52:08,2023-05-12 16:45:55,2023,3,13,21,52,Monday,2023,5,12,16,45,716.4,True,False
11,8643,BWKT,CKJNE,ZRP,Economy,313.44,Meal,1717,Cancelled,TF,A,TEZ,2.3,0,DMF,AMD,WREM,UPDH,True,Vegetarian,True,True,True,True,1,2023-09-28 00:39:40,2023-07-21 07:57:47,2023,9,28,0,39,Thursday,2023,7,21,7,57,138.0,False,True
7,8041,BGMS,BMRXC,SZR,Economy,620.55,Extra baggage,0,Confirmed,JM,B,ZGI,10.52,1,ZDG,WNU,EODP,BPFN,False,No meal,True,True,True,False,2,2023-10-30 10:18:23,2023-08-25 15:06:24,2023,10,30,10,18,Monday,2023,8,25,15,6,631.1999999999999,True,True
10,4311,BXZD,WKFXC,LCD,First,385.5,Meal,0,Cancelled,ME,B,MHM,8.78,0,UYW,ONV,WXAB,GSVK,True,Vegetarian,True,False,True,True,2,2023-02-01 00:12:23,2023-03-05 14:43:33,2023,2,1,0,12,Wednesday,2023,3,5,14,43,526.8,True,False
10,3305,BTLN,AFFHZ,EHF,Business,857.33,Extra baggage,0,Confirmed,TT,D,EPB,2.34,2,MJU,MLU,UXIG,PNWB,True,Vegetarian,True,False,True,True,1,2023-10-09 11:08:44,2023-06-03 02:39:19,2023,10,9,11,8,Monday,2023,6,3,2,39,140.39999999999998,False,True
2,8875,BAHP,CMYVQ,PPQ,Economy,830.06,Extra baggage,2592,Cancelled,SO,D,ZBQ,4.74,0,IBN,PZR,CSVV,GAZR,True,Vegetarian,True,False,True,False,1,2023-11-15 03:38:48,2023-12-01 20:30:50,2023,11,15,3,38,Wednesday,2023,12,1,20,30,284.40000000000003,False,True
3,2967,BUYS,NCDCV,LNN,Business,257.04,Meal,3241,Cancelled,RR,B,NMX,11.63,2,XYE,DDJ,ZGBC,KIYE,False,Non-vegetarian,True,True,True,True,0,2023-09-27 21:58:22,2023-06-30 22:57:49,2023,9,27,21,58,Wednesday,2023,6,30,22,57,697.8000000000001,True,False
8,9009,BENL,OWKBM,FRV,First,676.13,Meal,0,Confirmed,JA,A,XBA,8.86,2,RNU,MOT,MMWC,NJZV,False,Vegan,False,False,True,True,2,2023-06-15 13:57:00,2023-08-21 12:36:14,2023,6,15,13,57,Thursday,2023,8,21,12,36,531.5999999999999,True,True
11,6462,BLTL,PFODO,VKL,Economy,838.78,Extra baggage,0,Pending,NB,C,HWU,10.04,1,NAO,WEI,WTKR,UCXC,True,Vegan,False,False,False,True,2,2023-10-30 16:12:32,2023-06-01 02:25:35,2023,10,30,16,12,Monday,2023,6,1,2,25,602.4,True,False
13,7897,BKOG,QLBEL,AOD,Economy,905.03,No Extras,0,Cancelled,MX,D,RLP,3.51,0,OHV,MNL,AYSV,WHXB,False,Vegetarian,False,True,False,False,1,2023-09-02 12:40:53,2023-05-26 19:45:12,2023,9,2,12,40,Saturday,2023,5,26,19,45,210.6,False,False
7,4458,BJEO,IUXJR,ZCH,Business,456.08,Meal,0,Confirmed,KB,B,JPV,2.28,2,WRO,DBV,ENVT,PQCX,True,No meal,False,False,True,True,2,2023-04-02 12:47:52,2023-03-28 14:15:52,2023,4,2,12,47,Sunday,2023,3,28,14,15,136.79999999999998,False,True
13,9585,BBVM,EABCH,DZG,Business,911.95,No Extras,0,Confirmed,NP,C,CDP,11.59,1,SXA,VMP,UMGK,EGVU,True,No meal,True,True,True,False,1,2023-12-25 11:28:22,2023-09-21 14:24:15,2023,12,25,11,28,Monday,2023,9,21,14,24,695.4,True,False
2,5778,BNTF,LJSLD,CZG,Business,753.72,No Extras,0,Cancelled,XW,D,UVA,6.75,1,GBX,DEE,RKZH,QWHG,False,Non-vegetarian,False,True,True,True,2,2023-01-28 21:23:31,2023-02-24 20:29:02,2023,1,28,21,23,Saturday,2023,2,24,20,29,405.0,True,False
6,4730,BAOK,DYDIX,BMO,First,331.75,Meal,0,Pending,AC,C,RGL,2.4,0,WXR,ZCU,XBOZ,YKKW,True,Vegan,True,True,False,False,1,2023-10-24 22:55:50,2023-02-08 16:51:59,2023,10,24,22,55,Tuesday,2023,2,8,16,51,144.0,False,True
9,5365,BMQD,TCRXX,UUD,Economy,374.38,Extra baggage,0,Cancelled,WS,C,GJF,7.45,0,ERP,VAK,YQSN,DNPU,False,Vegetarian,True,True,False,True,2,2023-11-20 08:51:38,2023-08-19 17:51:18,2023,11,20,8,51,Monday,2023,8,19,17,51,447.0,True,False
2,8547,BWKW,AGHGL,DNF,Business,181.96,No Extras,0,Cancelled,HA,B,DAY,9.36,1,PHZ,PST,VGFG,AULW,False,Non-vegetarian,False,True,False,False,0,2023-11-22 04:58:09,2023-08-16 16:10:42,2023,11,22,4,58,Wednesday,2023,8,16,16,10,561.5999999999999,True,True
18,1027,BANU,CDEAJ,RSJ,First,410.19,Extra baggage,0,Pending,ML,A,KDC,3.25,2,GQV,OYV,ZCVQ,ENFM,True,Non-vegetarian,True,True,True,False,2,2023-09-23 03:02:32,2023-10-15 20:51:50,2023,9,23,3,2,Saturday,2023,10,15,20,51,195.0,False,False
16,4491,BVEW,CFCET,GZM,Economy,395.92,Meal,4239,Cancelled,MH,B,BGX,1.96,1,PHX,TOW,QDLQ,USAH,False,Vegan,False,False,True,False,0,2023-10-03 12:46:25,2023-07-22 11:56:58,2023,10,3,12,46,Tuesday,2023,7,22,11,56,117.6,False,True
